Name,Surname,FinalScore
Name17521,Surname17521,1.72
Name19063,Surname19063,1.72
Name19668,Surname19668,1.72
Name22081,Surname22081,1.72
Name25041,Surname25041,1.72
Name27347,Surname27347,1.72
Name27546,Surname27546,1.72
Name28324,Surname28324,1.72
Name28500,Surname28500,1.72
Name28902,Surname28902,1.72
Name30715,Surname30715,1.72
Name31746,Surname31746,1.72
Name36604,Surname36604,1.72
Name37576,Surname37576,1.72
Name39231,Surname39231,1.72
Name40096,Surname40096,1.72
Name40263,Surname40263,1.72
Name40299,Surname40299,1.72
Name42335,Surname42335,1.72
Name44148,Surname44148,1.72
Name44747,Surname44747,1.72
Name45438,Surname45438,1.72
Name45582,Surname45582,1.72
Name45711,Surname45711,1.72
Name46210,Surname46210,1.72
Name48686,Surname48686,1.72
Name49387,Surname49387,1.72
Name49466,Surname49466,1.72
Name49578,Surname49578,1.72
Name53659,Surname53659,1.72
Name57946,Surname57946,1.72
Name60437,Surname60437,1.72
Name62808,Surname62808,1.72
Name63141,Surname63141,1.72
Name64970,Surname64970,1.72
Name66255,Surname66255,1.72
Name67362,Surname67362,1.72
Name67484,Surname67484,1.72
Name70117,Surname70117,1.72
Name70126,Surname70126,1.72
Name71227,Surname71227,1.72
Name71717,Surname71717,1.72
Name71880,Surname71880,1.72
Name73402,Surname73402,1.72
Name73414,Surname73414,1.72
Name75728,Surname75728,1.72
Name78222,Surname78222,1.72
Name80984,Surname80984,1.72
Name83308,Surname83308,1.72
Name84516,Surname84516,1.72
Name87140,Surname87140,1.72
Name88279,Surname88279,1.72
Name88507,Surname88507,1.72
Name89091,Surname89091,1.72
Name89267,Surname89267,1.72
Name90593,Surname90593,1.72
Name91750,Surname91750,1.72
Name92824,Surname92824,1.72
Name92964,Surname92964,1.72
Name93339,Surname93339,1.72
Name93530,Surname93530,1.72
Name96896,Surname96896,1.72
Name97316,Surname97316,1.72
Name99360,Surname99360,1.72
Name11680,Surname11680,1.76
Name545,Surname545,1.8
Name661,Surname661,1.8
Name1438,Surname1438,1.8
Name1764,Surname1764,1.8
Name3366,Surname3366,1.8
Name3814,Surname3814,1.8
Name3917,Surname3917,1.8
Name4504,Surname4504,1.8
Name5955,Surname5955,1.8
Name7186,Surname7186,1.8
Name7237,Surname7237,1.8
Name10532,Surname10532,1.8
Name13243,Surname13243,1.8
Name19081,Surname19081,1.8
Name19368,Surname19368,1.8
Name20006,Surname20006,1.8
Name20218,Surname20218,1.8
Name20746,Surname20746,1.8
Name21713,Surname21713,1.8
Name23738,Surname23738,1.8
Name25422,Surname25422,1.8
Name29254,Surname29254,1.8
Name29385,Surname29385,1.8
Name30288,Surname30288,1.8
Name30331,Surname30331,1.8
Name37039,Surname37039,1.8
Name37066,Surname37066,1.8
Name41916,Surname41916,1.8
Name42552,Surname42552,1.8
Name43105,Surname43105,1.8
Name47342,Surname47342,1.8
Name50786,Surname50786,1.8
Name51189,Surname51189,1.8
Name51425,Surname51425,1.8
Name51823,Surname51823,1.8
Name52384,Surname52384,1.8
Name52582,Surname52582,1.8
Name52849,Surname52849,1.8
Name53681,Surname53681,1.8
Name53711,Surname53711,1.8
Name57157,Surname57157,1.8
Name60398,Surname60398,1.8
Name60901,Surname60901,1.8
Name61069,Surname61069,1.8
Name62906,Surname62906,1.8
Name62932,Surname62932,1.8
Name63274,Surname63274,1.8
Name64998,Surname64998,1.8
Name65516,Surname65516,1.8
Name67672,Surname67672,1.8
Name68198,Surname68198,1.8
Name69376,Surname69376,1.8
Name69461,Surname69461,1.8
Name69808,Surname69808,1.8
Name70251,Surname70251,1.8
Name70777,Surname70777,1.8
Name70905,Surname70905,1.8
Name71378,Surname71378,1.8
Name71710,Surname71710,1.8
Name73493,Surname73493,1.8
Name73786,Surname73786,1.8
Name73922,Surname73922,1.8
Name78497,Surname78497,1.8
Name78664,Surname78664,1.8
Name81391,Surname81391,1.8
Name84683,Surname84683,1.8
Name85552,Surname85552,1.8
Name87568,Surname87568,1.8
Name88579,Surname88579,1.8
Name89935,Surname89935,1.8
Name89953,Surname89953,1.8
Name90344,Surname90344,1.8
Name92413,Surname92413,1.8
Name93890,Surname93890,1.8
Name94181,Surname94181,1.8
Name94755,Surname94755,1.8
Name94807,Surname94807,1.8
Name95655,Surname95655,1.8
Name95754,Surname95754,1.8
Name97989,Surname97989,1.8
Name98733,Surname98733,1.8
Name99224,Surname99224,1.8
Name2531,Surname2531,1.84
Name31202,Surname31202,1.84
Name38365,Surname38365,1.84
Name62140,Surname62140,1.84
Name79353,Surname79353,1.84
Name59,Surname59,1.88
Name1028,Surname1028,1.88
Name1916,Surname1916,1.88
Name2331,Surname2331,1.88
Name2759,Surname2759,1.88
Name5263,Surname5263,1.88
Name5717,Surname5717,1.88
Name7027,Surname7027,1.88
Name7266,Surname7266,1.88
Name7375,Surname7375,1.88
Name8358,Surname8358,1.88
Name8463,Surname8463,1.88
Name9002,Surname9002,1.88
Name9349,Surname9349,1.88
Name12008,Surname12008,1.88
Name12853,Surname12853,1.88
Name13100,Surname13100,1.88
Name13209,Surname13209,1.88
Name13286,Surname13286,1.88
Name13821,Surname13821,1.88
Name13925,Surname13925,1.88
Name14796,Surname14796,1.88
Name14939,Surname14939,1.88
Name16818,Surname16818,1.88
Name17244,Surname17244,1.88
Name17322,Surname17322,1.88
Name17538,Surname17538,1.88
Name17689,Surname17689,1.88
Name17735,Surname17735,1.88
Name18529,Surname18529,1.88
Name18743,Surname18743,1.88
Name18762,Surname18762,1.88
Name19313,Surname19313,1.88
Name19498,Surname19498,1.88
Name21116,Surname21116,1.88
Name21384,Surname21384,1.88
Name22423,Surname22423,1.88
Name22518,Surname22518,1.88
Name23187,Surname23187,1.88
Name23338,Surname23338,1.88
Name25425,Surname25425,1.88
Name26849,Surname26849,1.88
Name27005,Surname27005,1.88
Name27712,Surname27712,1.88
Name27872,Surname27872,1.88
Name27918,Surname27918,1.88
Name28259,Surname28259,1.88
Name29581,Surname29581,1.88
Name30190,Surname30190,1.88
Name30287,Surname30287,1.88
Name35549,Surname35549,1.88
Name36447,Surname36447,1.88
Name36751,Surname36751,1.88
Name37183,Surname37183,1.88
Name37415,Surname37415,1.88
Name37672,Surname37672,1.88
Name38040,Surname38040,1.88
Name39284,Surname39284,1.88
Name39324,Surname39324,1.88
Name40307,Surname40307,1.88
Name40632,Surname40632,1.88
Name41459,Surname41459,1.88
Name42034,Surname42034,1.88
Name45333,Surname45333,1.88
Name46643,Surname46643,1.88
Name46673,Surname46673,1.88
Name47421,Surname47421,1.88
Name49237,Surname49237,1.88
Name49304,Surname49304,1.88
Name49599,Surname49599,1.88
Name49746,Surname49746,1.88
Name50050,Surname50050,1.88
Name50619,Surname50619,1.88
Name50683,Surname50683,1.88
Name51418,Surname51418,1.88
Name51512,Surname51512,1.88
Name51912,Surname51912,1.88
Name52138,Surname52138,1.88
Name52229,Surname52229,1.88
Name52372,Surname52372,1.88
Name54443,Surname54443,1.88
Name54524,Surname54524,1.88
Name55714,Surname55714,1.88
Name56281,Surname56281,1.88
Name56516,Surname56516,1.88
Name56681,Surname56681,1.88
Name59234,Surname59234,1.88
Name60633,Surname60633,1.88
Name61254,Surname61254,1.88
Name62114,Surname62114,1.88
Name63036,Surname63036,1.88
Name63943,Surname63943,1.88
Name64601,Surname64601,1.88
Name65287,Surname65287,1.88
Name65721,Surname65721,1.88
Name66011,Surname66011,1.88
Name66440,Surname66440,1.88
Name66580,Surname66580,1.88
Name66711,Surname66711,1.88
Name66888,Surname66888,1.88
Name68107,Surname68107,1.88
Name68381,Surname68381,1.88
Name69323,Surname69323,1.88
Name69679,Surname69679,1.88
Name70286,Surname70286,1.88
Name71054,Surname71054,1.88
Name71141,Surname71141,1.88
Name71219,Surname71219,1.88
Name72042,Surname72042,1.88
Name73682,Surname73682,1.88
Name74305,Surname74305,1.88
Name74815,Surname74815,1.88
Name76476,Surname76476,1.88
Name77912,Surname77912,1.88
Name77920,Surname77920,1.88
Name78238,Surname78238,1.88
Name78361,Surname78361,1.88
Name78771,Surname78771,1.88
Name79778,Surname79778,1.88
Name80240,Surname80240,1.88
Name80384,Surname80384,1.88
Name80516,Surname80516,1.88
Name80597,Surname80597,1.88
Name81043,Surname81043,1.88
Name81109,Surname81109,1.88
Name81157,Surname81157,1.88
Name83021,Surname83021,1.88
Name83289,Surname83289,1.88
Name83480,Surname83480,1.88
Name83643,Surname83643,1.88
Name83828,Surname83828,1.88
Name83877,Surname83877,1.88
Name84873,Surname84873,1.88
Name85150,Surname85150,1.88
Name85181,Surname85181,1.88
Name87006,Surname87006,1.88
Name88053,Surname88053,1.88
Name88335,Surname88335,1.88
Name88769,Surname88769,1.88
Name89692,Surname89692,1.88
Name91166,Surname91166,1.88
Name91290,Surname91290,1.88
Name93993,Surname93993,1.88
Name94638,Surname94638,1.88
Name95084,Surname95084,1.88
Name95390,Surname95390,1.88
Name95492,Surname95492,1.88
Name96202,Surname96202,1.88
Name96453,Surname96453,1.88
Name96893,Surname96893,1.88
Name98670,Surname98670,1.88
Name19788,Surname19788,1.92
Name62725,Surname62725,1.92
Name73853,Surname73853,1.92
Name29,Surname29,1.96
Name94,Surname94,1.96
Name293,Surname293,1.96
Name437,Surname437,1.96
Name524,Surname524,1.96
Name551,Surname551,1.96
Name1004,Surname1004,1.96
Name1510,Surname1510,1.96
Name1733,Surname1733,1.96
Name4752,Surname4752,1.96
Name4771,Surname4771,1.96
Name5551,Surname5551,1.96
Name5670,Surname5670,1.96
Name6385,Surname6385,1.96
Name6799,Surname6799,1.96
Name8219,Surname8219,1.96
Name9755,Surname9755,1.96
Name9800,Surname9800,1.96
Name10297,Surname10297,1.96
Name10441,Surname10441,1.96
Name11230,Surname11230,1.96
Name11854,Surname11854,1.96
Name12116,Surname12116,1.96
Name12306,Surname12306,1.96
Name12798,Surname12798,1.96
Name12993,Surname12993,1.96
Name13369,Surname13369,1.96
Name13547,Surname13547,1.96
Name13799,Surname13799,1.96
Name13983,Surname13983,1.96
Name14298,Surname14298,1.96
Name14458,Surname14458,1.96
Name14470,Surname14470,1.96
Name14870,Surname14870,1.96
Name15196,Surname15196,1.96
Name15735,Surname15735,1.96
Name15970,Surname15970,1.96
Name17064,Surname17064,1.96
Name17078,Surname17078,1.96
Name17107,Surname17107,1.96
Name17416,Surname17416,1.96
Name18449,Surname18449,1.96
Name19395,Surname19395,1.96
Name19399,Surname19399,1.96
Name19444,Surname19444,1.96
Name21033,Surname21033,1.96
Name22290,Surname22290,1.96
Name23857,Surname23857,1.96
Name23996,Surname23996,1.96
Name24615,Surname24615,1.96
Name24757,Surname24757,1.96
Name24860,Surname24860,1.96
Name24938,Surname24938,1.96
Name25461,Surname25461,1.96
Name25609,Surname25609,1.96
Name26947,Surname26947,1.96
Name27395,Surname27395,1.96
Name28203,Surname28203,1.96
Name29105,Surname29105,1.96
Name29300,Surname29300,1.96
Name29761,Surname29761,1.96
Name31336,Surname31336,1.96
Name31474,Surname31474,1.96
Name31703,Surname31703,1.96
Name32514,Surname32514,1.96
Name32880,Surname32880,1.96
Name34121,Surname34121,1.96
Name34695,Surname34695,1.96
Name37891,Surname37891,1.96
Name39224,Surname39224,1.96
Name39529,Surname39529,1.96
Name39569,Surname39569,1.96
Name41005,Surname41005,1.96
Name41095,Surname41095,1.96
Name41531,Surname41531,1.96
Name42279,Surname42279,1.96
Name44334,Surname44334,1.96
Name44698,Surname44698,1.96
Name44811,Surname44811,1.96
Name45346,Surname45346,1.96
Name45419,Surname45419,1.96
Name45672,Surname45672,1.96
Name46018,Surname46018,1.96
Name46036,Surname46036,1.96
Name46327,Surname46327,1.96
Name46981,Surname46981,1.96
Name47394,Surname47394,1.96
Name47531,Surname47531,1.96
Name47749,Surname47749,1.96
Name49782,Surname49782,1.96
Name50036,Surname50036,1.96
Name50061,Surname50061,1.96
Name50156,Surname50156,1.96
Name51086,Surname51086,1.96
Name51093,Surname51093,1.96
Name51671,Surname51671,1.96
Name51861,Surname51861,1.96
Name53209,Surname53209,1.96
Name54801,Surname54801,1.96
Name55231,Surname55231,1.96
Name56111,Surname56111,1.96
Name57043,Surname57043,1.96
Name57224,Surname57224,1.96
Name57457,Surname57457,1.96
Name58258,Surname58258,1.96
Name58496,Surname58496,1.96
Name58924,Surname58924,1.96
Name59150,Surname59150,1.96
Name59990,Surname59990,1.96
Name61446,Surname61446,1.96
Name61970,Surname61970,1.96
Name62242,Surname62242,1.96
Name62959,Surname62959,1.96
Name63527,Surname63527,1.96
Name63534,Surname63534,1.96
Name64131,Surname64131,1.96
Name64301,Surname64301,1.96
Name66060,Surname66060,1.96
Name66098,Surname66098,1.96
Name66569,Surname66569,1.96
Name67208,Surname67208,1.96
Name68067,Surname68067,1.96
Name68430,Surname68430,1.96
Name68597,Surname68597,1.96
Name69384,Surname69384,1.96
Name69602,Surname69602,1.96
Name70065,Surname70065,1.96
Name70375,Surname70375,1.96
Name70431,Surname70431,1.96
Name70646,Surname70646,1.96
Name71319,Surname71319,1.96
Name71775,Surname71775,1.96
Name72597,Surname72597,1.96
Name73249,Surname73249,1.96
Name74257,Surname74257,1.96
Name75243,Surname75243,1.96
Name75510,Surname75510,1.96
Name75830,Surname75830,1.96
Name75904,Surname75904,1.96
Name76276,Surname76276,1.96
Name76306,Surname76306,1.96
Name76534,Surname76534,1.96
Name77489,Surname77489,1.96
Name77895,Surname77895,1.96
Name77956,Surname77956,1.96
Name77998,Surname77998,1.96
Name78153,Surname78153,1.96
Name78295,Surname78295,1.96
Name79509,Surname79509,1.96
Name80572,Surname80572,1.96
Name81176,Surname81176,1.96
Name82077,Surname82077,1.96
Name82278,Surname82278,1.96
Name82301,Surname82301,1.96
Name82369,Surname82369,1.96
Name82825,Surname82825,1.96
Name82994,Surname82994,1.96
Name83977,Surname83977,1.96
Name85211,Surname85211,1.96
Name85317,Surname85317,1.96
Name85353,Surname85353,1.96
Name85356,Surname85356,1.96
Name85748,Surname85748,1.96
Name87133,Surname87133,1.96
Name87243,Surname87243,1.96
Name87698,Surname87698,1.96
Name88468,Surname88468,1.96
Name89429,Surname89429,1.96
Name90328,Surname90328,1.96
Name90376,Surname90376,1.96
Name90441,Surname90441,1.96
Name90501,Surname90501,1.96
Name90622,Surname90622,1.96
Name90798,Surname90798,1.96
Name90816,Surname90816,1.96
Name91512,Surname91512,1.96
Name92575,Surname92575,1.96
Name92717,Surname92717,1.96
Name93110,Surname93110,1.96
Name93495,Surname93495,1.96
Name93608,Surname93608,1.96
Name95528,Surname95528,1.96
Name95960,Surname95960,1.96
Name96642,Surname96642,1.96
Name96780,Surname96780,1.96
Name96785,Surname96785,1.96
Name97422,Surname97422,1.96
Name97606,Surname97606,1.96
Name98138,Surname98138,1.96
Name98532,Surname98532,1.96
Name98928,Surname98928,1.96
Name99553,Surname99553,1.96
Name99556,Surname99556,1.96
Name8165,Surname8165,2
Name16777,Surname16777,2
Name18608,Surname18608,2
Name28920,Surname28920,2
Name34139,Surname34139,2
Name37095,Surname37095,2
Name52542,Surname52542,2
Name55117,Surname55117,2
Name62053,Surname62053,2
Name69888,Surname69888,2
Name80560,Surname80560,2
Name80763,Surname80763,2
Name85663,Surname85663,2
Name858,Surname858,2.04
Name937,Surname937,2.04
Name1696,Surname1696,2.04
Name1813,Surname1813,2.04
Name1829,Surname1829,2.04
Name2245,Surname2245,2.04
Name3693,Surname3693,2.04
Name3733,Surname3733,2.04
Name3900,Surname3900,2.04
Name4066,Surname4066,2.04
Name4260,Surname4260,2.04
Name4446,Surname4446,2.04
Name4616,Surname4616,2.04
Name4806,Surname4806,2.04
Name8401,Surname8401,2.04
Name9479,Surname9479,2.04
Name9580,Surname9580,2.04
Name11031,Surname11031,2.04
Name11155,Surname11155,2.04
Name11241,Surname11241,2.04
Name11265,Surname11265,2.04
Name11765,Surname11765,2.04
Name13085,Surname13085,2.04
Name14746,Surname14746,2.04
Name15188,Surname15188,2.04
Name15275,Surname15275,2.04
Name15681,Surname15681,2.04
Name16003,Surname16003,2.04
Name16156,Surname16156,2.04
Name16408,Surname16408,2.04
Name16647,Surname16647,2.04
Name16674,Surname16674,2.04
Name16784,Surname16784,2.04
Name17300,Surname17300,2.04
Name17594,Surname17594,2.04
Name17742,Surname17742,2.04
Name17795,Surname17795,2.04
Name18213,Surname18213,2.04
Name18341,Surname18341,2.04
Name18718,Surname18718,2.04
Name19087,Surname19087,2.04
Name19419,Surname19419,2.04
Name19732,Surname19732,2.04
Name20150,Surname20150,2.04
Name20408,Surname20408,2.04
Name21024,Surname21024,2.04
Name21875,Surname21875,2.04
Name22015,Surname22015,2.04
Name22133,Surname22133,2.04
Name22742,Surname22742,2.04
Name22914,Surname22914,2.04
Name23167,Surname23167,2.04
Name23396,Surname23396,2.04
Name23577,Surname23577,2.04
Name23864,Surname23864,2.04
Name23911,Surname23911,2.04
Name24238,Surname24238,2.04
Name24304,Surname24304,2.04
Name25387,Surname25387,2.04
Name26106,Surname26106,2.04
Name27226,Surname27226,2.04
Name27409,Surname27409,2.04
Name27819,Surname27819,2.04
Name27828,Surname27828,2.04
Name29654,Surname29654,2.04
Name30351,Surname30351,2.04
Name30791,Surname30791,2.04
Name31013,Surname31013,2.04
Name31082,Surname31082,2.04
Name31378,Surname31378,2.04
Name32002,Surname32002,2.04
Name32581,Surname32581,2.04
Name32635,Surname32635,2.04
Name33085,Surname33085,2.04
Name33348,Surname33348,2.04
Name33877,Surname33877,2.04
Name34307,Surname34307,2.04
Name34694,Surname34694,2.04
Name36058,Surname36058,2.04
Name36060,Surname36060,2.04
Name36529,Surname36529,2.04
Name36995,Surname36995,2.04
Name37173,Surname37173,2.04
Name37554,Surname37554,2.04
Name37720,Surname37720,2.04
Name38145,Surname38145,2.04
Name38652,Surname38652,2.04
Name38700,Surname38700,2.04
Name40007,Surname40007,2.04
Name40233,Surname40233,2.04
Name40312,Surname40312,2.04
Name40832,Surname40832,2.04
Name41603,Surname41603,2.04
Name41730,Surname41730,2.04
Name43033,Surname43033,2.04
Name43145,Surname43145,2.04
Name43242,Surname43242,2.04
Name43948,Surname43948,2.04
Name44145,Surname44145,2.04
Name44965,Surname44965,2.04
Name45737,Surname45737,2.04
Name46705,Surname46705,2.04
Name46911,Surname46911,2.04
Name47014,Surname47014,2.04
Name47339,Surname47339,2.04
Name48320,Surname48320,2.04
Name48388,Surname48388,2.04
Name48939,Surname48939,2.04
Name49458,Surname49458,2.04
Name50011,Surname50011,2.04
Name50814,Surname50814,2.04
Name51106,Surname51106,2.04
Name51471,Surname51471,2.04
Name51899,Surname51899,2.04
Name52269,Surname52269,2.04
Name52563,Surname52563,2.04
Name53356,Surname53356,2.04
Name53654,Surname53654,2.04
Name53728,Surname53728,2.04
Name54241,Surname54241,2.04
Name54317,Surname54317,2.04
Name54594,Surname54594,2.04
Name55220,Surname55220,2.04
Name55432,Surname55432,2.04
Name57100,Surname57100,2.04
Name57145,Surname57145,2.04
Name57163,Surname57163,2.04
Name57387,Surname57387,2.04
Name58677,Surname58677,2.04
Name58984,Surname58984,2.04
Name61419,Surname61419,2.04
Name61707,Surname61707,2.04
Name62290,Surname62290,2.04
Name62522,Surname62522,2.04
Name62718,Surname62718,2.04
Name63041,Surname63041,2.04
Name63226,Surname63226,2.04
Name64704,Surname64704,2.04
Name65844,Surname65844,2.04
Name65984,Surname65984,2.04
Name66370,Surname66370,2.04
Name66880,Surname66880,2.04
Name67601,Surname67601,2.04
Name67865,Surname67865,2.04
Name68409,Surname68409,2.04
Name69159,Surname69159,2.04
Name69554,Surname69554,2.04
Name69758,Surname69758,2.04
Name69848,Surname69848,2.04
Name70959,Surname70959,2.04
Name71128,Surname71128,2.04
Name71236,Surname71236,2.04
Name71350,Surname71350,2.04
Name71382,Surname71382,2.04
Name71873,Surname71873,2.04
Name72079,Surname72079,2.04
Name72240,Surname72240,2.04
Name72318,Surname72318,2.04
Name72990,Surname72990,2.04
Name73155,Surname73155,2.04
Name73436,Surname73436,2.04
Name73867,Surname73867,2.04
Name74312,Surname74312,2.04
Name74838,Surname74838,2.04
Name74927,Surname74927,2.04
Name76656,Surname76656,2.04
Name77589,Surname77589,2.04
Name78717,Surname78717,2.04
Name78829,Surname78829,2.04
Name79026,Surname79026,2.04
Name79628,Surname79628,2.04
Name79757,Surname79757,2.04
Name80357,Surname80357,2.04
Name80418,Surname80418,2.04
Name80750,Surname80750,2.04
Name80921,Surname80921,2.04
Name81265,Surname81265,2.04
Name81401,Surname81401,2.04
Name81986,Surname81986,2.04
Name82128,Surname82128,2.04
Name82718,Surname82718,2.04
Name83101,Surname83101,2.04
Name83758,Surname83758,2.04
Name83824,Surname83824,2.04
Name83968,Surname83968,2.04
Name83998,Surname83998,2.04
Name84189,Surname84189,2.04
Name84732,Surname84732,2.04
Name85528,Surname85528,2.04
Name86426,Surname86426,2.04
Name87282,Surname87282,2.04
Name88046,Surname88046,2.04
Name88309,Surname88309,2.04
Name89426,Surname89426,2.04
Name89971,Surname89971,2.04
Name90008,Surname90008,2.04
Name90087,Surname90087,2.04
Name90541,Surname90541,2.04
Name90994,Surname90994,2.04
Name91528,Surname91528,2.04
Name91603,Surname91603,2.04
Name92123,Surname92123,2.04
Name92660,Surname92660,2.04
Name93096,Surname93096,2.04
Name93622,Surname93622,2.04
Name93628,Surname93628,2.04
Name93778,Surname93778,2.04
Name94969,Surname94969,2.04
Name95888,Surname95888,2.04
Name96191,Surname96191,2.04
Name96439,Surname96439,2.04
Name96485,Surname96485,2.04
Name97801,Surname97801,2.04
Name98357,Surname98357,2.04
Name99197,Surname99197,2.04
Name99933,Surname99933,2.04
Name99955,Surname99955,2.04
Name1162,Surname1162,2.08
Name2687,Surname2687,2.08
Name3572,Surname3572,2.08
Name4389,Surname4389,2.08
Name8732,Surname8732,2.08
Name10593,Surname10593,2.08
Name17575,Surname17575,2.08
Name19109,Surname19109,2.08
Name24182,Surname24182,2.08
Name24858,Surname24858,2.08
Name35416,Surname35416,2.08
Name40238,Surname40238,2.08
Name44458,Surname44458,2.08
Name54253,Surname54253,2.08
Name59493,Surname59493,2.08
Name69874,Surname69874,2.08
Name76491,Surname76491,2.08
Name77256,Surname77256,2.08
Name77373,Surname77373,2.08
Name77639,Surname77639,2.08
Name77949,Surname77949,2.08
Name82931,Surname82931,2.08
Name84725,Surname84725,2.08
Name84949,Surname84949,2.08
Name90318,Surname90318,2.08
Name91985,Surname91985,2.08
Name93671,Surname93671,2.08
Name95983,Surname95983,2.08
Name206,Surname206,2.12
Name351,Surname351,2.12
Name1430,Surname1430,2.12
Name1772,Surname1772,2.12
Name2507,Surname2507,2.12
Name2751,Surname2751,2.12
Name2927,Surname2927,2.12
Name3484,Surname3484,2.12
Name3596,Surname3596,2.12
Name3857,Surname3857,2.12
Name3994,Surname3994,2.12
Name4195,Surname4195,2.12
Name4198,Surname4198,2.12
Name4237,Surname4237,2.12
Name4266,Surname4266,2.12
Name4588,Surname4588,2.12
Name4612,Surname4612,2.12
Name4696,Surname4696,2.12
Name4867,Surname4867,2.12
Name4916,Surname4916,2.12
Name6038,Surname6038,2.12
Name6820,Surname6820,2.12
Name7276,Surname7276,2.12
Name7673,Surname7673,2.12
Name8011,Surname8011,2.12
Name8582,Surname8582,2.12
Name8690,Surname8690,2.12
Name8976,Surname8976,2.12
Name9526,Surname9526,2.12
Name9764,Surname9764,2.12
Name11378,Surname11378,2.12
Name11505,Surname11505,2.12
Name13032,Surname13032,2.12
Name13125,Surname13125,2.12
Name13208,Surname13208,2.12
Name13514,Surname13514,2.12
Name13839,Surname13839,2.12
Name14191,Surname14191,2.12
Name14858,Surname14858,2.12
Name16320,Surname16320,2.12
Name16548,Surname16548,2.12
Name16586,Surname16586,2.12
Name16603,Surname16603,2.12
Name17206,Surname17206,2.12
Name17426,Surname17426,2.12
Name17696,Surname17696,2.12
Name17749,Surname17749,2.12
Name17828,Surname17828,2.12
