Name,Surname,FinalScore
Name99,Surname99,5.84
Name941,Surname941,5.84
Name963,Surname963,5.84
Name769,Surname769,5.84
Name348,Surname348,5.88
Name41,Surname41,5.88
Name931,Surname931,5.88
Name499,Surname499,5.88
Name341,Surname341,5.88
Name133,Surname133,5.88
Name298,Surname298,5.88
Name762,Surname762,5.88
Name523,Surname523,5.92
Name601,Surname601,5.92
Name984,Surname984,5.92
Name145,Surname145,5.92
Name6,Surname6,5.92
Name817,Surname817,5.92
Name948,Surname948,5.92
Name350,Surname350,5.92
Name109,Surname109,5.92
Name991,Surname991,5.92
Name475,Surname475,5.96
Name767,Surname767,5.96
Name648,Surname648,5.96
Name139,Surname139,5.96
Name836,Surname836,5.96
Name100,Surname100,6
Name658,Surname658,6
Name846,Surname846,6
Name290,Surname290,6
Name141,Surname141,6
Name119,Surname119,6
Name364,Surname364,6.04
Name717,Surname717,6.04
Name580,Surname580,6.08
Name847,Surname847,6.08
Name11,Surname11,6.08
Name206,Surname206,6.08
Name738,Surname738,6.08
Name132,Surname132,6.12
Name425,Surname425,6.12
Name698,Surname698,6.12
Name199,Surname199,6.12
Name720,Surname720,6.12
Name516,Surname516,6.12
Name943,Surname943,6.12
Name934,Surname934,6.12
Name789,Surname789,6.12
Name181,Surname181,6.16
Name754,Surname754,6.16
Name645,Surname645,6.16
Name17,Surname17,6.16
Name911,Surname911,6.16
Name309,Surname309,6.16
Name451,Surname451,6.16
Name578,Surname578,6.16
Name253,Surname253,6.2
Name96,Surname96,6.2
Name164,Surname164,6.2
Name705,Surname705,6.24
Name750,Surname750,6.24
Name992,Surname992,6.24
Name168,Surname168,6.24
Name731,Surname731,6.24
Name736,Surname736,6.24
Name567,Surname567,6.28
Name711,Surname711,6.28
Name277,Surname277,6.28
Name305,Surname305,6.28
Name871,Surname871,6.28
Name108,Surname108,6.28
Name311,Surname311,6.32
Name783,Surname783,6.32
Name570,Surname570,6.32
Name760,Surname760,6.32
Name323,Surname323,6.32
Name968,Surname968,6.32
Name752,Surname752,6.32
Name647,Surname647,6.32
Name500,Surname500,6.36
Name897,Surname897,6.36
Name695,Surname695,6.36
Name725,Surname725,6.36
Name387,Surname387,6.36
Name245,Surname245,6.36
Name130,Surname130,6.36
Name397,Surname397,6.4
Name182,Surname182,6.4
Name659,Surname659,6.4
Name37,Surname37,6.4
Name556,Surname556,6.4
Name346,Surname346,6.4
Name949,Surname949,6.4
Name671,Surname671,6.4
Name852,Surname852,6.4
Name879,Surname879,6.4
Name859,Surname859,6.44
Name743,Surname743,6.44
Name870,Surname870,6.44
Name790,Surname790,6.44
Name746,Surname746,6.44
Name388,Surname388,6.44
Name412,Surname412,6.44
Name793,Surname793,6.44
Name22,Surname22,6.44
Name194,Surname194,6.48
Name507,Surname507,6.48
Name89,Surname89,6.48
Name374,Surname374,6.48
Name900,Surname900,6.52
Name795,Surname795,6.52
Name76,Surname76,6.52
Name660,Surname660,6.52
Name633,Surname633,6.52
Name467,Surname467,6.52
Name345,Surname345,6.52
Name299,Surname299,6.52
Name598,Surname598,6.52
Name686,Surname686,6.56
Name851,Surname851,6.56
Name737,Surname737,6.56
Name365,Surname365,6.56
Name336,Surname336,6.56
Name471,Surname471,6.56
Name367,Surname367,6.56
Name378,Surname378,6.56
Name334,Surname334,6.6
Name118,Surname118,6.6
Name57,Surname57,6.6
Name691,Surname691,6.6
Name808,Surname808,6.6
Name777,Surname777,6.64
Name800,Surname800,6.64
Name322,Surname322,6.64
Name74,Surname74,6.64
Name947,Surname947,6.64
Name548,Surname548,6.64
Name183,Surname183,6.64
Name438,Surname438,6.64
Name858,Surname858,6.68
Name978,Surname978,6.68
Name829,Surname829,6.68
Name759,Surname759,6.68
Name355,Surname355,6.68
Name834,Surname834,6.72
Name813,Surname813,6.72
Name405,Surname405,6.72
Name222,Surname222,6.72
Name999,Surname999,6.72
Name679,Surname679,6.76
Name224,Surname224,6.76
Name66,Surname66,6.76
Name87,Surname87,6.76
Name306,Surname306,6.76
Name707,Surname707,6.76
Name25,Surname25,6.8
Name14,Surname14,6.8
Name604,Surname604,6.8
Name155,Surname155,6.8
Name801,Surname801,6.8
Name883,Surname883,6.84
Name366,Surname366,6.84
Name275,Surname275,6.84
Name289,Surname289,6.84
Name929,Surname929,6.84
Name663,Surname663,6.84
Name178,Surname178,6.84
Name105,Surname105,6.84
Name43,Surname43,6.88
Name497,Surname497,6.88
Name169,Surname169,6.88
Name722,Surname722,6.88
Name627,Surname627,6.88
Name357,Surname357,6.88
Name942,Surname942,6.88
Name498,Surname498,6.88
Name307,Surname307,6.92
Name232,Surname232,6.92
Name249,Surname249,6.92
Name427,Surname427,6.92
Name360,Surname360,6.92
Name684,Surname684,6.92
Name687,Surname687,6.92
Name617,Surname617,6.92
Name431,Surname431,6.92
Name845,Surname845,6.92
Name200,Surname200,6.92
Name906,Surname906,6.96
Name699,Surname699,6.96
Name185,Surname185,6.96
Name276,Surname276,6.96
Name354,Surname354,6.96
Name924,Surname924,6.96
Name781,Surname781,6.96
Name382,Surname382,6.96
Name889,Surname889,7
Name315,Surname315,7
Name283,Surname283,7
Name953,Surname953,7
Name489,Surname489,7
Name339,Surname339,7
Name961,Surname961,7
Name729,Surname729,7
Name393,Surname393,7.04
Name824,Surname824,7.04
Name782,Surname782,7.04
Name537,Surname537,7.04
Name581,Surname581,7.08
Name907,Surname907,7.08
Name101,Surname101,7.08
Name351,Surname351,7.08
Name821,Surname821,7.08
Name117,Surname117,7.12
Name913,Surname913,7.12
Name255,Surname255,7.12
Name402,Surname402,7.12
Name428,Surname428,7.12
Name933,Surname933,7.12
Name81,Surname81,7.16
Name286,Surname286,7.16
Name804,Surname804,7.16
Name211,Surname211,7.2
Name718,Surname718,7.2
Name935,Surname935,7.2
Name36,Surname36,7.2
Name368,Surname368,7.24
Name90,Surname90,7.24
Name426,Surname426,7.24
Name395,Surname395,7.24
Name865,Surname865,7.28
Name807,Surname807,7.28
Name542,Surname542,7.28
Name313,Surname313,7.28
Name329,Surname329,7.28
Name414,Surname414,7.28
Name930,Surname930,7.28
Name396,Surname396,7.28
Name512,Surname512,7.32
Name571,Surname571,7.32
Name529,Surname529,7.32
Name310,Surname310,7.32
Name640,Surname640,7.32
Name625,Surname625,7.32
Name88,Surname88,7.32
Name958,Surname958,7.32
Name594,Surname594,7.32
Name706,Surname706,7.32
Name830,Surname830,7.36
Name463,Surname463,7.36
Name697,Surname697,7.36
Name377,Surname377,7.36
Name606,Surname606,7.36
Name788,Surname788,7.36
Name527,Surname527,7.36
Name607,Surname607,7.4
Name174,Surname174,7.4
Name303,Surname303,7.4
Name622,Surname622,7.4
Name5,Surname5,7.4
Name424,Surname424,7.4
Name757,Surname757,7.44
Name558,Surname558,7.44
Name850,Surname850,7.44
Name48,Surname48,7.44
Name16,Surname16,7.44
Name113,Surname113,7.44
Name896,Surname896,7.44
Name655,Surname655,7.44
Name356,Surname356,7.48
Name23,Surname23,7.48
Name932,Surname932,7.48
Name579,Surname579,7.48
Name840,Surname840,7.52
Name890,Surname890,7.52
Name505,Surname505,7.52
Name93,Surname93,7.56
Name797,Surname797,7.56
Name343,Surname343,7.56
Name716,Surname716,7.56
Name995,Surname995,7.56
Name287,Surname287,7.56
Name596,Surname596,7.6
Name901,Surname901,7.6
Name784,Surname784,7.6
Name988,Surname988,7.6
Name818,Surname818,7.6
Name585,Surname585,7.6
Name454,Surname454,7.6
Name775,Surname775,7.64
Name531,Surname531,7.64
Name124,Surname124,7.64
Name685,Surname685,7.64
Name292,Surname292,7.64
Name495,Surname495,7.64
Name882,Surname882,7.68
Name165,Surname165,7.68
Name820,Surname820,7.68
Name252,Surname252,7.68
Name533,Surname533,7.68
Name761,Surname761,7.72
Name619,Surname619,7.72
Name878,Surname878,7.72
Name79,Surname79,7.72
Name917,Surname917,7.72
Name680,Surname680,7.72
Name831,Surname831,7.72
Name337,Surname337,7.72
Name217,Surname217,7.72
Name330,Surname330,7.76
Name177,Surname177,7.76
Name55,Surname55,7.76
Name472,Surname472,7.76
Name981,Surname981,7.76
Name213,Surname213,7.8
Name98,Surname98,7.8
Name308,Surname308,7.8
Name50,Surname50,7.8
Name486,Surname486,7.8
Name274,Surname274,7.8
Name922,Surname922,7.84
Name166,Surname166,7.84
Name774,Surname774,7.84
Name403,Surname403,7.84
Name468,Surname468,7.84
Name532,Surname532,7.88
Name225,Surname225,7.88
Name751,Surname751,7.88
Name673,Surname673,7.88
Name925,Surname925,7.88
Name39,Surname39,7.88
Name964,Surname964,7.88
Name872,Surname872,7.88
Name869,Surname869,7.92
Name116,Surname116,7.92
Name128,Surname128,7.92
Name67,Surname67,7.92
Name408,Surname408,7.92
Name575,Surname575,7.92
Name175,Surname175,7.92
Name574,Surname574,7.92
Name682,Surname682,7.92
Name257,Surname257,7.92
Name246,Surname246,7.92
Name861,Surname861,7.96
Name24,Surname24,7.96
Name190,Surname190,7.96
Name172,Surname172,7.96
Name258,Surname258,7.96
Name29,Surname29,8
Name946,Surname946,8
Name394,Surname394,8
Name662,Surname662,8
Name273,Surname273,8
Name401,Surname401,8
Name827,Surname827,8
Name418,Surname418,8
Name160,Surname160,8
Name481,Surname481,8.04
Name328,Surname328,8.04
Name262,Surname262,8.04
Name561,Surname561,8.04
Name547,Surname547,8.04
Name474,Surname474,8.04
Name518,Surname518,8.08
Name114,Surname114,8.08
Name569,Surname569,8.08
Name415,Surname415,8.08
Name719,Surname719,8.08
Name60,Surname60,8.08
Name654,Surname654,8.08
Name53,Surname53,8.08
Name342,Surname342,8.08
Name624,Surname624,8.08
Name448,Surname448,8.12
Name503,Surname503,8.12
Name478,Surname478,8.12
Name959,Surname959,8.12
Name893,Surname893,8.12
Name186,Surname186,8.12
Name979,Surname979,8.12
Name227,Surname227,8.12
Name971,Surname971,8.12
Name362,Surname362,8.12
Name250,Surname250,8.16
Name270,Surname270,8.16
Name954,Surname954,8.16
Name441,Surname441,8.16
Name157,Surname157,8.16
Name110,Surname110,8.16
Name449,Surname449,8.16
Name86,Surname86,8.16
Name59,Surname59,8.16
Name52,Surname52,8.16
Name515,Surname515,8.16
Name69,Surname69,8.2
Name592,Surname592,8.24
Name300,Surname300,8.24
Name667,Surname667,8.24
Name914,Surname914,8.24
Name171,Surname171,8.24
Name137,Surname137,8.24
Name586,Surname586,8.24
Name862,Surname862,8.24
Name892,Surname892,8.24
Name61,Surname61,8.28
Name494,Surname494,8.28
Name260,Surname260,8.28
Name833,Surname833,8.36
Name125,Surname125,8.36
Name849,Surname849,8.36
Name234,Surname234,8.4
Name226,Surname226,8.4
Name555,Surname555,8.4
Name646,Surname646,8.4
Name411,Surname411,8.4
Name514,Surname514,8.44
Name244,Surname244,8.44
Name843,Surname843,8.44
Name758,Surname758,8.44
Name470,Surname470,8.48
Name856,Surname856,8.48
Name150,Surname150,8.48
Name786,Surname786,8.48
Name764,Surname764,8.48
Name610,Surname610,8.56
Name195,Surname195,8.56
Name803,Surname803,8.64
Name526,Surname526,8.64
Name215,Surname215,8.64
Name690,Surname690,8.64
Name649,Surname649,8.64
Name233,Surname233,8.64
Name422,Surname422,8.68
Name247,Surname247,8.68
Name926,Surname926,8.72
Name332,Surname332,8.72
Name129,Surname129,8.72
Name82,Surname82,8.72
Name593,Surname593,8.8
Name212,Surname212,8.88
Name997,Surname997,8.88
Name730,Surname730,9
Name327,Surname327,9.04
Name158,Surname158,9.04
Name237,Surname237,9.12
Name639,Surname639,9.12
Name811,Surname811,9.12
Name841,Surname841,9.28
Name62,Surname62,9.36
Name749,Surname749,9.52
