Name,Surname,FinalScore
Name4898,Surname4898,8.56
Name1295,Surname1295,8.56
Name9887,Surname9887,8.56
Name4470,Surname4470,8.56
Name234,Surname234,8.56
Name5183,Surname5183,8.56
Name5435,Surname5435,8.56
Name6214,Surname6214,8.56
Name2507,Surname2507,8.56
Name1343,Surname1343,8.56
Name1920,Surname1920,8.56
Name4219,Surname4219,8.56
Name3494,Surname3494,8.56
Name8554,Surname8554,8.56
Name4735,Surname4735,8.56
Name8208,Surname8208,8.56
Name4370,Surname4370,8.56
Name4635,Surname4635,8.56
Name2525,Surname2525,8.56
Name5153,Surname5153,8.56
Name8886,Surname8886,8.56
Name6374,Surname6374,8.56
Name4184,Surname4184,8.56
Name8863,Surname8863,8.56
Name9079,Surname9079,8.56
Name8599,Surname8599,8.56
Name912,Surname912,8.56
Name1082,Surname1082,8.56
Name9917,Surname9917,8.56
Name3196,Surname3196,8.56
Name322,Surname322,8.56
Name2847,Surname2847,8.56
Name8795,Surname8795,8.56
Name2120,Surname2120,8.56
Name6769,Surname6769,8.56
Name3662,Surname3662,8.56
Name3242,Surname3242,8.56
Name9302,Surname9302,8.56
Name565,Surname565,8.56
Name4558,Surname4558,8.56
Name3005,Surname3005,8.56
Name876,Surname876,8.56
Name3511,Surname3511,8.56
Name2025,Surname2025,8.56
Name5041,Surname5041,8.56
Name1702,Surname1702,8.56
Name6444,Surname6444,8.56
Name3523,Surname3523,8.56
Name5759,Surname5759,8.56
Name7729,Surname7729,8.52
Name6183,Surname6183,8.52
Name7928,Surname7928,8.52
Name2889,Surname2889,8.52
Name6222,Surname6222,8.52
Name4287,Surname4287,8.52
Name3854,Surname3854,8.52
Name96,Surname96,8.52
Name8083,Surname8083,8.52
Name1393,Surname1393,8.52
Name6685,Surname6685,8.52
Name2063,Surname2063,8.52
Name9783,Surname9783,8.52
Name1338,Surname1338,8.48
Name4079,Surname4079,8.48
Name6141,Surname6141,8.48
Name6980,Surname6980,8.48
Name1863,Surname1863,8.48
Name4630,Surname4630,8.48
Name404,Surname404,8.48
Name8982,Surname8982,8.48
Name8985,Surname8985,8.48
Name1451,Surname1451,8.48
Name2760,Surname2760,8.48
Name6093,Surname6093,8.48
Name9571,Surname9571,8.48
Name6696,Surname6696,8.48
Name6692,Surname6692,8.48
Name4191,Surname4191,8.48
Name4131,Surname4131,8.48
Name5416,Surname5416,8.48
Name3997,Surname3997,8.48
Name3090,Surname3090,8.48
Name2240,Surname2240,8.48
Name8872,Surname8872,8.48
Name2249,Surname2249,8.48
Name8793,Surname8793,8.48
Name9463,Surname9463,8.48
Name6370,Surname6370,8.48
Name4096,Surname4096,8.48
Name8833,Surname8833,8.48
Name6835,Surname6835,8.48
Name5583,Surname5583,8.48
Name1517,Surname1517,8.48
Name5625,Surname5625,8.48
Name1882,Surname1882,8.48
Name8754,Surname8754,8.48
Name6469,Surname6469,8.48
Name5821,Surname5821,8.48
Name3450,Surname3450,8.48
Name9088,Surname9088,8.48
Name1507,Surname1507,8.48
Name9504,Surname9504,8.48
Name4452,Surname4452,8.48
Name9759,Surname9759,8.48
Name7442,Surname7442,8.48
Name8168,Surname8168,8.48
Name7436,Surname7436,8.48
Name9775,Surname9775,8.48
Name8072,Surname8072,8.48
Name4413,Surname4413,8.48
Name4877,Surname4877,8.48
Name9821,Surname9821,8.48
Name826,Surname826,8.48
Name4820,Surname4820,8.48
Name3928,Surname3928,8.48
Name7984,Surname7984,8.48
Name2541,Surname2541,8.48
Name182,Surname182,8.44
Name5301,Surname5301,8.44
Name336,Surname336,8.44
Name5795,Surname5795,8.44
Name7765,Surname7765,8.44
Name7954,Surname7954,8.44
Name9767,Surname9767,8.44
Name4518,Surname4518,8.44
Name544,Surname544,8.44
Name3056,Surname3056,8.44
Name7833,Surname7833,8.44
Name1547,Surname1547,8.44
Name7221,Surname7221,8.44
Name1031,Surname1031,8.44
Name9113,Surname9113,8.44
Name701,Surname701,8.44
Name6633,Surname6633,8.44
Name4224,Surname4224,8.44
Name3105,Surname3105,8.44
Name39,Surname39,8.44
Name1134,Surname1134,8.4
Name9395,Surname9395,8.4
Name7205,Surname7205,8.4
Name7584,Surname7584,8.4
Name8176,Surname8176,8.4
Name6803,Surname6803,8.4
Name2933,Surname2933,8.4
Name6762,Surname6762,8.4
Name5377,Surname5377,8.4
Name3635,Surname3635,8.4
Name1191,Surname1191,8.4
Name9672,Surname9672,8.4
Name8199,Surname8199,8.4
Name8482,Surname8482,8.4
Name8500,Surname8500,8.4
Name1369,Surname1369,8.4
Name9700,Surname9700,8.4
Name7197,Surname7197,8.4
Name7025,Surname7025,8.4
Name1178,Surname1178,8.4
Name7564,Surname7564,8.4
Name5513,Surname5513,8.4
Name9894,Surname9894,8.4
Name9697,Surname9697,8.4
Name4529,Surname4529,8.4
Name5461,Surname5461,8.4
Name6105,Surname6105,8.4
Name6079,Surname6079,8.4
Name9066,Surname9066,8.4
Name5205,Surname5205,8.4
Name6356,Surname6356,8.4
Name1978,Surname1978,8.4
Name1296,Surname1296,8.4
Name4862,Surname4862,8.4
Name3010,Surname3010,8.4
Name8225,Surname8225,8.4
Name2482,Surname2482,8.4
Name2019,Surname2019,8.4
Name4119,Surname4119,8.4
Name3748,Surname3748,8.4
Name514,Surname514,8.4
Name9587,Surname9587,8.4
Name6666,Surname6666,8.4
Name8333,Surname8333,8.4
Name4460,Surname4460,8.4
Name8090,Surname8090,8.4
Name3610,Surname3610,8.4
Name3114,Surname3114,8.4
Name3219,Surname3219,8.4
Name7707,Surname7707,8.4
Name7649,Surname7649,8.36
Name8978,Surname8978,8.36
Name7899,Surname7899,8.36
Name5986,Surname5986,8.36
Name2820,Surname2820,8.36
Name1383,Surname1383,8.36
Name9261,Surname9261,8.36
Name1408,Surname1408,8.36
Name5899,Surname5899,8.36
Name3726,Surname3726,8.36
Name7832,Surname7832,8.36
Name1491,Surname1491,8.36
Name4100,Surname4100,8.36
Name3688,Surname3688,8.36
Name8670,Surname8670,8.36
Name3866,Surname3866,8.36
Name1278,Surname1278,8.36
Name5146,Surname5146,8.36
Name8290,Surname8290,8.36
Name3607,Surname3607,8.36
Name2683,Surname2683,8.36
Name1275,Surname1275,8.36
Name7955,Surname7955,8.32
Name2333,Surname2333,8.32
Name4561,Surname4561,8.32
Name7311,Surname7311,8.32
Name2230,Surname2230,8.32
Name5663,Surname5663,8.32
Name7275,Surname7275,8.32
Name9352,Surname9352,8.32
Name9357,Surname9357,8.32
Name9378,Surname9378,8.32
Name407,Surname407,8.32
Name7588,Surname7588,8.32
Name7578,Surname7578,8.32
Name9705,Surname9705,8.32
Name4332,Surname4332,8.32
Name8188,Surname8188,8.32
Name7571,Surname7571,8.32
Name680,Surname680,8.32
Name2423,Surname2423,8.32
Name8198,Surname8198,8.32
Name9051,Surname9051,8.32
Name9407,Surname9407,8.32
Name1481,Surname1481,8.32
Name5481,Surname5481,8.32
Name5477,Surname5477,8.32
Name5060,Surname5060,8.32
Name228,Surname228,8.32
Name7724,Surname7724,8.32
Name5207,Surname5207,8.32
Name2657,Surname2657,8.32
Name477,Surname477,8.32
Name8942,Surname8942,8.32
Name9149,Surname9149,8.32
Name5886,Surname5886,8.32
Name7359,Surname7359,8.32
Name1830,Surname1830,8.32
Name3902,Surname3902,8.32
Name4399,Surname4399,8.32
Name2020,Surname2020,8.32
Name8272,Surname8272,8.32
Name4922,Surname4922,8.32
Name4584,Surname4584,8.32
Name5376,Surname5376,8.32
Name1684,Surname1684,8.32
Name2850,Surname2850,8.32
Name3867,Surname3867,8.32
Name4948,Surname4948,8.32
Name9570,Surname9570,8.32
Name941,Surname941,8.32
Name9790,Surname9790,8.32
Name9523,Surname9523,8.32
Name7558,Surname7558,8.32
Name9834,Surname9834,8.28
Name662,Surname662,8.28
Name3405,Surname3405,8.28
Name9251,Surname9251,8.28
Name6936,Surname6936,8.28
Name7885,Surname7885,8.28
Name3440,Surname3440,8.28
Name7027,Surname7027,8.28
Name3856,Surname3856,8.28
Name8955,Surname8955,8.28
Name93,Surname93,8.28
Name8085,Surname8085,8.28
Name2099,Surname2099,8.28
Name1835,Surname1835,8.28
Name2430,Surname2430,8.28
Name9944,Surname9944,8.28
Name3191,Surname3191,8.28
Name4701,Surname4701,8.28
Name4655,Surname4655,8.28
Name6818,Surname6818,8.28
Name405,Surname405,8.28
Name6639,Surname6639,8.28
Name3592,Surname3592,8.28
Name6246,Surname6246,8.28
Name1697,Surname1697,8.24
Name602,Surname602,8.24
Name3393,Surname3393,8.24
Name76,Surname76,8.24
Name8245,Surname8245,8.24
Name3381,Surname3381,8.24
Name5379,Surname5379,8.24
Name9494,Surname9494,8.24
Name3887,Surname3887,8.24
Name2313,Surname2313,8.24
Name344,Surname344,8.24
Name4393,Surname4393,8.24
Name9959,Surname9959,8.24
Name67,Surname67,8.24
Name2941,Surname2941,8.24
Name2325,Surname2325,8.24
Name3344,Surname3344,8.24
Name9883,Surname9883,8.24
Name7363,Surname7363,8.24
Name7587,Surname7587,8.24
Name7476,Surname7476,8.24
Name6407,Surname6407,8.24
Name2140,Surname2140,8.24
Name7597,Surname7597,8.24
Name2393,Surname2393,8.24
Name3504,Surname3504,8.24
Name5910,Surname5910,8.24
Name8767,Surname8767,8.24
Name3451,Surname3451,8.24
Name6230,Surname6230,8.24
Name7486,Surname7486,8.24
Name788,Surname788,8.24
Name2239,Surname2239,8.24
Name2561,Surname2561,8.24
Name1177,Surname1177,8.24
Name6002,Surname6002,8.24
Name8267,Surname8267,8.24
Name4089,Surname4089,8.24
Name2852,Surname2852,8.24
Name554,Surname554,8.24
Name7438,Surname7438,8.24
Name6030,Surname6030,8.24
Name1314,Surname1314,8.24
Name201,Surname201,8.24
Name5949,Surname5949,8.24
Name1787,Surname1787,8.24
Name1345,Surname1345,8.24
Name3309,Surname3309,8.24
Name6300,Surname6300,8.24
Name9898,Surname9898,8.24
Name146,Surname146,8.24
Name6669,Surname6669,8.24
Name4623,Surname4623,8.24
Name58,Surname58,8.24
Name54,Surname54,8.2
Name8356,Surname8356,8.2
Name2435,Surname2435,8.2
Name8860,Surname8860,8.2
Name2021,Surname2021,8.2
Name4316,Surname4316,8.2
Name9719,Surname9719,8.2
Name1916,Surname1916,8.2
Name5839,Surname5839,8.2
Name6018,Surname6018,8.2
Name5090,Surname5090,8.2
Name352,Surname352,8.2
Name5662,Surname5662,8.2
Name913,Surname913,8.2
Name3658,Surname3658,8.2
Name1577,Surname1577,8.2
Name266,Surname266,8.2
Name6252,Surname6252,8.2
Name1940,Surname1940,8.2
Name1290,Surname1290,8.2
Name9536,Surname9536,8.2
Name5056,Surname5056,8.2
Name8538,Surname8538,8.2
Name6109,Surname6109,8.2
Name9995,Surname9995,8.2
Name4172,Surname4172,8.2
Name5446,Surname5446,8.2
Name2498,Surname2498,8.2
Name5544,Surname5544,8.2
Name7843,Surname7843,8.2
Name7727,Surname7727,8.2
Name4598,Surname4598,8.2
Name4431,Surname4431,8.2
Name2490,Surname2490,8.2
Name3896,Surname3896,8.2
Name4990,Surname4990,8.16
Name9515,Surname9515,8.16
Name1272,Surname1272,8.16
Name3547,Surname3547,8.16
Name682,Surname682,8.16
Name8227,Surname8227,8.16
Name1860,Surname1860,8.16
Name452,Surname452,8.16
Name3579,Surname3579,8.16
Name3762,Surname3762,8.16
Name7214,Surname7214,8.16
Name9885,Surname9885,8.16
Name9908,Surname9908,8.16
Name9579,Surname9579,8.16
Name3799,Surname3799,8.16
Name7421,Surname7421,8.16
Name8763,Surname8763,8.16
Name3489,Surname3489,8.16
Name9658,Surname9658,8.16
Name5971,Surname5971,8.16
Name8714,Surname8714,8.16
Name2463,Surname2463,8.16
Name9657,Surname9657,8.16
Name6644,Surname6644,8.16
Name6986,Surname6986,8.16
Name710,Surname710,8.16
Name8786,Surname8786,8.16
Name3544,Surname3544,8.16
Name4437,Surname4437,8.16
Name2674,Surname2674,8.16
Name3643,Surname3643,8.16
Name3062,Surname3062,8.16
Name2207,Surname2207,8.16
Name4833,Surname4833,8.16
Name5640,Surname5640,8.16
Name5432,Surname5432,8.16
Name255,Surname255,8.16
Name3041,Surname3041,8.16
Name9649,Surname9649,8.16
Name8301,Surname8301,8.16
Name3334,Surname3334,8.16
Name7203,Surname7203,8.16
Name3317,Surname3317,8.16
Name8624,Surname8624,8.16
Name2668,Surname2668,8.16
Name1526,Surname1526,8.16
Name4780,Surname4780,8.16
Name2654,Surname2654,8.16
Name4302,Surname4302,8.16
Name732,Surname732,8.16
Name9024,Surname9024,8.16
Name5361,Surname5361,8.16
Name2581,Surname2581,8.16
Name650,Surname650,8.16
Name3273,Surname3273,8.16
Name9641,Surname9641,8.16
Name8427,Surname8427,8.16
Name9909,Surname9909,8.16
Name6023,Surname6023,8.16
Name2397,Surname2397,8.16
Name1829,Surname1829,8.16
Name1838,Surname1838,8.16
Name3422,Surname3422,8.16
Name9867,Surname9867,8.16
Name5823,Surname5823,8.16
Name9245,Surname9245,8.12
Name5741,Surname5741,8.12
Name4256,Surname4256,8.12
Name5969,Surname5969,8.12
Name5243,Surname5243,8.12
Name474,Surname474,8.12
Name9787,Surname9787,8.12
Name3698,Surname3698,8.12
Name1839,Surname1839,8.12
Name8813,Surname8813,8.12
Name9153,Surname9153,8.12
Name3217,Surname3217,8.12
Name3445,Surname3445,8.12
Name8314,Surname8314,8.12
Name1008,Surname1008,8.12
Name5418,Surname5418,8.12
Name9299,Surname9299,8.12
Name1488,Surname1488,8.12
Name2442,Surname2442,8.12
Name4513,Surname4513,8.12
Name5459,Surname5459,8.12
Name6767,Surname6767,8.12
Name8144,Surname8144,8.12
Name2556,Surname2556,8.12
Name1515,Surname1515,8.12
Name8149,Surname8149,8.12
Name6140,Surname6140,8.12
Name9338,Surname9338,8.12
Name439,Surname439,8.12
Name8613,Surname8613,8.12
Name5023,Surname5023,8.12
Name6882,Surname6882,8.12
Name6903,Surname6903,8.12
Name8724,Surname8724,8.12
Name1442,Surname1442,8.12
Name3358,Surname3358,8.12
Name3058,Surname3058,8.12
Name3715,Surname3715,8.08
Name6908,Surname6908,8.08
Name9452,Surname9452,8.08
Name9266,Surname9266,8.08
Name5312,Surname5312,8.08
Name2078,Surname2078,8.08
Name6436,Surname6436,8.08
Name6427,Surname6427,8.08
Name4565,Surname4565,8.08
Name9259,Surname9259,8.08
Name6359,Surname6359,8.08
Name2374,Surname2374,8.08
Name8162,Surname8162,8.08
Name9720,Surname9720,8.08
Name6808,Surname6808,8.08
Name6885,Surname6885,8.08
Name2402,Surname2402,8.08
Name1906,Surname1906,8.08
Name2825,Surname2825,8.08
Name175,Surname175,8.08
Name1530,Surname1530,8.08
Name2248,Surname2248,8.08
Name1646,Surname1646,8.08
Name9360,Surname9360,8.08
Name8475,Surname8475,8.08
Name8300,Surname8300,8.08
Name7863,Surname7863,8.08
Name1738,Surname1738,8.08
Name5102,Surname5102,8.08
Name4899,Surname4899,8.08
Name4900,Surname4900,8.08
Name8869,Surname8869,8.08
Name668,Surname668,8.08
Name911,Surname911,8.08
Name9440,Surname9440,8.08
Name1104,Surname1104,8.08
Name3401,Surname3401,8.08
Name7236,Surname7236,8.08
Name9779,Surname9779,8.08
Name1901,Surname1901,8.08
Name1318,Surname1318,8.08
Name3395,Surname3395,8.08
Name2756,Surname2756,8.08
Name9003,Surname9003,8.08
Name7745,Surname7745,8.08
Name5387,Surname5387,8.08
Name7160,Surname7160,8.08
Name4996,Surname4996,8.08
Name2843,Surname2843,8.08
Name7648,Surname7648,8.08
Name3419,Surname3419,8.08
Name6754,Surname6754,8.08
Name1212,Surname1212,8.08
Name5449,Surname5449,8.08
Name5141,Surname5141,8.08
Name4296,Surname4296,8.08
Name3145,Surname3145,8.08
Name6322,Surname6322,8.08
Name7262,Surname7262,8.08
Name4787,Surname4787,8.08
Name9839,Surname9839,8.04
Name6231,Surname6231,8.04
Name9508,Surname9508,8.04
Name2618,Surname2618,8.04
Name1767,Surname1767,8.04
Name8400,Surname8400,8.04
Name9382,Surname9382,8.04
Name9701,Surname9701,8.04
Name4528,Surname4528,8.04
Name4844,Surname4844,8.04
Name5214,Surname5214,8.04
Name5903,Surname5903,8.04
Name9389,Surname9389,8.04
Name9049,Surname9049,8.04
Name382,Surname382,8.04
Name6022,Surname6022,8.04
Name698,Surname698,8.04
Name6735,Surname6735,8.04
Name2110,Surname2110,8.04
Name604,Surname604,8.04
Name2789,Surname2789,8.04
Name5680,Surname5680,8.04
Name4034,Surname4034,8.04
Name5660,Surname5660,8.04
Name1695,Surname1695,8.04
Name6625,Surname6625,8.04
Name1240,Surname1240,8.04
Name7134,Surname7134,8.04
Name6622,Surname6622,8.04
Name834,Surname834,8.04
Name1404,Surname1404,8.04
Name315,Surname315,8.04
Name5423,Surname5423,8.04
Name3691,Surname3691,8.04
Name1762,Surname1762,8.04
Name9815,Surname9815,8.04
Name9930,Surname9930,8.04
Name9502,Surname9502,8.04
Name4379,Surname4379,8.04
Name7201,Surname7201,8.04
Name270,Surname270,8.04
Name347,Surname347,8.04
Name4711,Surname4711,8.04
Name1834,Surname1834,8.04
Name7335,Surname7335,8.04
Name4708,Surname4708,8.04
Name3195,Surname3195,8.04
Name8477,Surname8477,8.04
Name1841,Surname1841,8
Name8005,Surname8005,8
Name5198,Surname5198,8
Name3458,Surname3458,8
Name8971,Surname8971,8
Name453,Surname453,8
Name6138,Surname6138,8
Name9871,Surname9871,8
Name1898,Surname1898,8
Name6149,Surname6149,8
Name1854,Surname1854,8
Name7913,Surname7913,8
Name2527,Surname2527,8
Name7920,Surname7920,8
Name3269,Surname3269,8
Name9879,Surname9879,8
Name6687,Surname6687,8
Name582,Surname582,8
Name9308,Surname9308,8
Name4032,Surname4032,8
Name610,Surname610,8
Name8635,Surname8635,8
Name6801,Surname6801,8
Name8365,Surname8365,8
Name2878,Surname2878,8
Name6859,Surname6859,8
Name3988,Surname3988,8
Name9388,Surname9388,8
Name8186,Surname8186,8
Name7477,Surname7477,8
Name6957,Surname6957,8
Name8708,Surname8708,8
Name9516,Surname9516,8
Name731,Surname731,8
Name9505,Surname9505,8
Name8396,Surname8396,8
Name2918,Surname2918,8
Name3598,Surname3598,8
Name7100,Surname7100,8
Name4651,Surname4651,8
Name1427,Surname1427,8
Name8484,Surname8484,8
Name224,Surname224,8
Name2718,Surname2718,8
Name7055,Surname7055,8
Name1468,Surname1468,8
Name9423,Surname9423,8
Name6989,Surname6989,8
Name1183,Surname1183,8
Name793,Surname793,8
Name6271,Surname6271,8
Name2819,Surname2819,8
Name9830,Surname9830,8
Name1768,Surname1768,8
Name805,Surname805,8
Name496,Surname496,8
Name30,Surname30,8
Name9588,Surname9588,8
Name9123,Surname9123,8
Name2659,Surname2659,8
Name4469,Surname4469,8
Name5827,Surname5827,8
Name9210,Surname9210,8
Name3163,Surname3163,8
Name5857,Surname5857,8
Name8062,Surname8062,8
Name313,Surname313,8
Name1243,Surname1243,8
Name6579,Surname6579,8
Name5737,Surname5737,8
Name7739,Surname7739,8
Name195,Surname195,7.96
Name6347,Surname6347,7.96
Name1414,Surname1414,7.96
Name1186,Surname1186,7.96
Name7855,Surname7855,7.96
Name6309,Surname6309,7.96
Name7962,Surname7962,7.96
Name3477,Surname3477,7.96
Name6280,Surname6280,7.96
Name903,Surname903,7.96
Name9025,Surname9025,7.96
Name7222,Surname7222,7.96
Name465,Surname465,7.96
Name7406,Surname7406,7.96
Name7243,Surname7243,7.96
Name4614,Surname4614,7.96
Name7399,Surname7399,7.96
